No,Cinsiyet,Yas,MedDur,Cocuk,Egitim,StrKay,Sigara,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss
18,2,61,8,1,3,1,2,4,2,4,1,5,1,1,4,1,1,4,2,2,4,2,1,3,1,4,5,2,4,2,2,3,4,1,4,1,5,4,2,2,6,6,6,7,6,3,2,3,5,4,3,5,4,4,3,3,3,1,3,1,4,3,4,2,1,1,1,1,0,1,1,0,0,0,0,1,2,4,4,5,4,2,4,4,4,2,5,3,3,2,2,3,4,4,5,5,4,4,4,3,3,1,2,1,2,4,4,2,3,4,5,4,4,4,4,4,27,26,40,16,31,24,34,5,72
26,2,55,1,1,6,1,2,4,1,4,1,4,1,1,4,1,1,4,1,1,4,3,2,4,1,5,3,2,4,1,1,3,4,1,3,1,4,4,1,1,5,5,5,6,6,2,3,2,4,4,3,4,4,2,2,4,4,1,4,1,4,1,4,2,1,0,1,0,0,0,0,0,1,0,1,2,1,5,4,4,4,1,4,5,4,1,4,4,4,2,1,4,4,5,5,5,4,4,4,4,4,2,2,2,2,4,4,4,3,4,4,5,5,5,4,5,27,28,38,14,27,22,39,3,78
54,2,37,3,2,5,1,2,4,1,5,1,5,1,1,4,1,1,4,1,2,4,2,1,3,1,3,3,2,3,2,3,1,4,1,4,1,3,3,1,1,7,7,7,7,7,3,2,3,5,4,3,3,4,2,3,2,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,0,1,0,0,1,1,5,5,5,5,5,4,5,5,5,5,5,5,1,1,5,5,5,5,5,4,4,4,4,3,1,2,3,2,4,4,4,4,4,5,5,1,1,5,5,29,27,31,15,35,24,38,5,81
136,1,22,3,2,5,8,2,2,1,3,2,3,2,1,3,2,2,4,2,3,4,3,1,4,1,3,3,2,3,1,2,2,4,1,3,1,3,3,2,1,5,6,5,5,4,3,3,3,4,4,2,4,4,2,2,4,4,1,4,1,4,2,3,2,2,0,1,1,1,0,0,0,1,0,0,2,3,4,4,4,3,2,3,2,4,1,3,5,3,2,1,3,4,5,4,4,4,3,3,3,2,2,2,2,2,4,4,3,3,3,4,3,4,5,4,5,21,22,32,15,25,23,36,4,67
4,2,47,4,1,2,4,2,4,2,4,2,4,2,2,3,3,2,3,2,2,4,3,3,2,2,4,1,2,3,1,3,1,4,3,4,2,3,4,3,3,5,5,6,6,5,3,3,3,3,3,3,3,4,3,3,4,4,2,3,2,4,1,3,1,1,1,1,0,0,1,0,0,0,0,0,2,4,4,2,4,2,2,3,3,3,4,2,2,2,3,3,3,3,4,4,4,3,2,3,3,3,3,3,3,2,3,3,4,4,4,4,2,4,2,3,3,24,20,30,25,27,29,36,3,51
276,1,42,4,1,5,5,2,5,2,5,1,5,1,1,4,1,1,4,1,2,4,3,1,4,1,4,5,2,3,1,2,3,4,1,4,1,4,3,1,1,5,5,5,5,3,3,2,3,5,4,3,4,4,3,3,4,4,1,4,1,4,1,1,1,1,1,1,1,1,0,1,0,1,0,1,2,5,1,1,1,2,2,4,4,5,1,4,2,2,5,5,4,4,4,5,5,4,4,4,4,3,1,2,2,2,4,4,4,4,4,4,1,4,5,1,1,29,27,38,14,23,24,37,7,50
244,1,47,4,1,6,1,2,3,4,4,2,4,2,2,3,1,3,4,1,2,3,2,1,3,1,4,3,2,3,2,2,4,5,1,2,1,3,4,2,1,4,4,4,5,4,2,2,3,4,4,2,4,4,3,2,4,4,1,4,4,4,2,4,1,1,1,1,1,0,1,1,1,1,0,1,2,2,4,4,3,3,2,3,3,4,2,3,3,3,3,3,3,4,2,4,4,3,4,2,4,3,2,2,2,2,4,1,3,4,4,4,4,4,4,3,3,21,23,34,15,21,22,36,8,62
114,2,50,7,1,4,8,1,3,2,3,3,4,2,3,3,4,3,4,2,3,4,2,4,5,1,4,2,3,4,2,2,3,4,2,4,2,4,5,2,1,2,2,3,4,3,4,3,3,4,4,3,4,4,3,3,4,4,1,4,1,3,2,3,3,3,0,1,1,1,1,0,0,1,1,1,3,3,3,3,4,2,3,3,3,4,2,2,3,2,3,3,2,3,4,3,4,2,1,2,3,2,2,2,2,2,4,4,3,2,2,3,3,3,4,3,3,21,17,39,21,14,27,33,7,53
366,1,19,1,2,3,1,2,4,3,5,1,4,1,1,4,2,1,4,1,2,4,2,1,4,1,5,4,2,4,2,3,5,3,1,3,2,4,3,2,2,5,6,6,5,5,3,3,4,5,5,2,4,4,3,2,4,4,1,3,1,4,1,4,1,1,0,1,1,0,0,0,1,0,0,0,2,2,4,4,4,5,4,4,3,2,4,3,4,4,2,2,4,4,3,5,5,4,3,4,4,3,1,1,2,2,4,4,4,4,4,4,4,2,2,4,4,26,26,39,18,27,23,39,3,65
43,1,37,4,1,4,1,2,3,1,4,1,5,1,1,4,1,1,4,1,2,3,3,2,1,1,4,3,2,3,1,2,2,3,2,3,1,3,4,2,1,5,4,5,6,2,3,2,3,4,3,3,4,3,3,2,4,4,1,4,1,4,3,4,1,1,1,1,1,1,1,1,1,1,0,1,1,3,4,2,4,3,2,2,4,4,4,4,4,2,3,1,4,5,5,5,5,4,4,4,4,3,2,3,2,3,4,4,2,4,4,5,3,4,2,3,5,27,27,29,17,22,26,38,9,64
16,2,37,5,1,3,1,2,3,2,4,3,4,2,2,4,2,2,3,2,2,4,2,3,4,1,5,5,2,4,4,2,3,4,3,2,1,3,4,2,2,5,5,7,6,5,3,3,3,4,4,3,4,4,4,2,4,4,1,3,1,4,2,4,1,1,0,1,1,0,0,0,1,0,0,1,2,2,5,4,3,4,3,4,4,4,3,4,4,4,2,2,4,4,4,3,4,3,3,3,3,3,2,2,2,2,4,4,3,4,4,4,4,3,3,4,4,22,22,38,22,28,26,38,4,70
460,2,35,7,1,4,3,2,4,1,4,1,4,1,2,4,2,2,4,1,3,4,3,2,3,1,1,3,2,5,1,3,2,4,2,4,2,4,4,2,1,5,5,5,5,3,2,3,2,4,4,3,4,4,3,2,4,4,1,3,1,4,2,3,1,1,1,1,1,0,0,0,0,0,0,0,2,2,3,4,3,5,2,4,4,4,3,5,3,5,5,5,5,5,5,5,5,3,3,3,4,2,2,2,2,2,4,4,3,4,4,4,4,4,3,1,1,27,23,34,19,23,23,37,3,67
505,2,33,8,1,4,1,1,1,4,2,3,4,2,2,3,2,2,4,2,3,4,2,1,3,2,3,4,1,3,1,1,3,3,1,4,2,3,3,2,1,2,3,5,6,2,2,2,2,4,4,3,3,3,3,2,3,3,1,4,1,2,4,2,1,3,1,1,0,1,1,0,0,1,0,1,5,2,4,2,3,3,2,3,4,4,4,2,2,2,2,2,3,3,2,3,4,3,3,3,3,2,2,2,3,3,4,4,1,4,2,1,4,4,2,4,4,16,21,33,14,18,24,29,6,54
232,2,22,1,2,5,1,2,3,3,3,2,2,4,1,3,2,2,4,2,1,2,2,4,3,1,5,5,1,3,1,2,4,2,4,2,2,3,2,4,4,3,3,6,6,6,3,3,4,4,3,3,4,3,4,2,4,4,1,4,1,3,1,4,2,3,1,1,1,0,1,0,1,0,0,1,1,3,4,4,4,4,2,3,4,4,5,4,4,4,2,2,4,3,3,4,2,4,3,3,3,4,2,3,2,3,4,4,4,3,2,5,3,4,1,4,4,17,24,31,25,24,29,36,6,67
482,2,20,1,2,4,1,2,4,4,3,3,3,2,2,3,3,1,4,3,3,4,2,2,3,1,4,3,1,3,2,2,1,1,1,4,1,3,4,4,1,5,4,4,5,4,3,4,4,4,3,4,5,3,1,3,4,4,1,3,1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,0,2,4,3,3,3,2,2,2,4,4,3,4,2,1,3,3,3,3,2,3,4,3,2,4,2,2,2,3,1,3,4,4,4,3,4,4,2,4,3,3,3,19,20,30,17,22,28,37,9,53
512,2,18,2,2,3,1,2,3,4,3,2,5,1,2,3,1,2,4,2,1,3,3,1,1,2,5,4,3,3,2,3,1,2,1,4,1,2,3,4,3,5,6,6,6,5,2,3,4,3,3,4,3,2,3,1,3,3,2,2,3,2,2,3,4,3,0,1,1,0,0,0,1,1,1,1,2,3,4,4,4,2,3,3,2,4,4,3,4,2,3,4,3,3,2,4,5,3,4,3,3,4,3,3,3,4,3,2,3,1,2,4,3,3,2,3,2,22,24,28,23,28,30,24,6,55
218,2,31,4,1,4,4,2,5,1,5,1,5,1,2,4,1,1,4,1,1,4,2,1,3,1,4,4,1,4,1,2,4,3,1,2,2,3,3,2,1,5,6,7,6,6,3,2,3,4,4,3,4,4,3,3,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,2,5,4,4,3,2,3,5,4,2,4,4,3,2,4,4,5,5,5,5,3,4,4,4,4,2,2,2,2,4,4,4,4,4,5,4,4,4,4,2,30,27,34,14,30,25,40,9,71
319,1,44,5,2,5,7,2,3,3,3,4,3,2,1,2,2,2,4,1,1,4,2,2,4,2,4,4,1,3,1,1,4,4,2,4,1,4,4,2,2,7,7,7,6,4,3,2,3,4,4,2,4,3,2,2,4,4,1,4,1,4,1,4,3,1,1,1,1,1,1,1,1,0,1,1,4,4,4,4,4,5,3,3,4,4,1,3,2,3,2,2,4,4,3,2,4,4,3,3,4,4,2,2,2,3,4,4,4,2,4,2,2,3,5,4,4,18,24,39,16,31,23,38,9,64
151,1,40,4,1,6,1,2,3,2,4,2,5,2,2,3,1,1,3,1,1,4,3,1,4,3,4,3,2,3,1,2,4,3,1,3,2,4,3,2,2,5,5,5,5,5,1,2,3,4,4,3,3,4,3,2,4,4,1,3,1,3,3,2,2,3,1,1,1,1,1,0,1,1,0,1,2,3,4,4,3,3,1,4,4,4,2,3,4,3,2,2,3,4,4,4,4,3,4,4,4,4,2,2,3,2,4,4,2,3,2,4,3,5,4,4,4,24,25,35,19,25,23,31,8,67
92,2,45,4,1,2,1,2,2,1,3,5,5,1,3,3,1,2,1,1,3,2,4,1,2,1,4,3,3,3,3,3,2,4,1,2,1,2,4,2,1,5,4,4,4,6,3,2,3,4,4,3,3,3,4,3,4,4,1,2,4,4,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,2,2,2,2,4,4,3,4,4,3,4,2,1,4,5,5,1,5,2,4,3,4,2,2,2,3,3,4,1,4,4,4,5,3,4,2,4,5,21,19,28,20,23,28,33,9,62
278,2,36,4,1,4,4,2,4,2,4,1,5,2,2,4,2,2,4,3,2,2,2,1,2,1,3,5,4,4,1,4,2,3,1,2,1,3,3,2,1,4,4,4,4,4,2,3,2,3,3,4,4,4,3,3,3,3,1,3,1,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,4,2,4,4,3,2,4,3,3,4,4,3,2,2,3,3,3,3,4,5,4,3,3,3,2,3,3,3,2,2,4,4,2,2,4,2,4,2,2,3,3,26,22,29,18,20,27,31,2,52
487,2,31,4,1,3,4,2,1,3,2,4,5,2,1,4,4,4,1,3,1,5,5,1,5,4,2,5,4,4,1,3,4,2,1,4,1,4,2,1,1,2,2,3,7,1,2,4,4,4,2,2,5,4,3,2,4,1,4,1,3,1,4,1,1,1,1,1,0,1,1,1,1,1,1,0,4,5,3,3,5,3,3,4,4,4,2,4,5,4,4,4,3,2,3,2,4,4,1,1,2,4,2,4,1,2,1,2,1,4,4,2,1,3,4,2,2,17,17,37,22,15,26,20,8,58
333,1,32,1,2,6,1,1,3,1,5,3,4,3,2,3,2,1,4,1,2,3,2,1,4,1,5,3,2,4,3,3,1,2,1,3,1,2,4,2,1,3,4,5,3,1,4,3,3,4,4,2,3,3,4,2,4,4,1,3,1,4,1,4,1,1,1,1,1,0,0,0,0,0,0,1,1,4,2,3,5,5,2,4,5,5,2,5,5,5,1,1,5,5,5,3,3,3,3,4,4,3,2,2,3,3,4,4,4,4,4,5,2,4,4,5,5,23,24,31,17,16,28,39,4,79
279,2,50,4,1,4,1,2,3,3,4,3,4,3,1,3,2,4,4,2,3,4,2,1,3,1,1,5,1,3,2,3,1,4,2,4,3,4,3,3,1,7,5,6,7,5,3,2,3,4,3,3,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,1,3,2,2,3,2,3,,,,,,,,,,,,20,20,32,19,30,24,,,
3,2,42,4,1,2,5,2,2,2,3,2,5,1,1,4,2,2,3,1,1,4,2,2,3,1,3,3,2,3,3,2,3,3,1,4,1,3,3,1,1,5,5,5,6,5,3,2,3,3,4,3,4,4,4,3,4,4,2,3,2,3,2,3,2,1,1,1,1,0,0,0,1,1,0,1,3,1,4,4,4,4,3,4,4,4,2,4,3,3,2,1,5,5,4,4,5,4,3,3,4,4,3,2,2,2,3,3,3,3,4,3,5,3,4,4,5,23,25,32,16,26,27,33,6,72
195,2,29,2,2,5,1,1,3,2,3,2,4,1,1,4,2,2,4,2,3,4,4,1,3,1,4,3,3,4,1,2,4,4,1,4,1,4,4,2,1,5,5,4,5,5,3,2,3,5,4,3,4,4,3,2,4,4,1,3,1,4,1,4,3,3,1,1,1,0,1,0,1,1,0,0,2,2,3,4,4,4,3,2,4,3,2,3,4,3,2,2,4,4,4,4,5,4,3,3,3,2,1,2,2,2,4,4,4,2,2,4,4,3,4,4,4,23,23,38,17,24,23,35,6,65
187,1,31,3,2,6,1,2,3,2,3,2,3,4,2,3,2,2,3,2,1,3,1,2,3,1,4,4,1,4,1,2,3,3,2,4,2,4,3,4,2,5,5,5,6,5,2,2,3,4,3,2,4,3,2,2,3,4,1,4,1,4,1,4,1,1,1,1,0,0,0,0,0,0,0,0,2,3,5,3,4,3,2,3,4,4,2,4,5,4,1,1,4,4,4,4,2,3,3,3,3,4,2,3,2,3,4,4,4,4,4,4,3,4,4,5,5,19,22,35,18,26,23,39,2,72
261,2,27,3,2,5,1,2,4,2,4,2,4,2,2,3,2,1,4,1,1,4,1,2,3,1,4,3,3,3,1,2,2,2,1,5,2,3,3,2,1,5,6,6,6,6,2,2,3,4,4,3,4,3,3,2,4,4,1,4,1,3,2,3,2,1,0,0,1,0,1,0,1,1,0,1,3,3,3,2,4,3,2,3,3,2,3,3,2,2,3,3,2,2,4,4,4,3,3,4,4,4,2,2,2,3,4,4,3,3,4,3,3,4,3,3,3,24,25,32,16,29,24,36,5,50
431,1,31,1,2,3,1,2,3,3,3,2,4,2,3,3,2,1,3,1,2,4,3,1,5,1,3,4,1,3,2,3,1,3,1,4,1,3,3,1,1,3,3,3,3,2,3,3,2,4,4,3,4,4,3,2,4,4,2,4,2,4,2,4,1,1,1,1,1,1,0,0,1,0,1,0,3,3,4,2,3,2,3,4,4,4,4,2,2,2,2,2,2,3,3,4,4,2,3,4,4,3,2,2,2,2,3,3,3,4,4,3,3,3,2,4,4,21,22,33,15,14,24,37,6,53
281,2,78,8,2,3,7,2,4,1,4,1,4,1,3,3,2,4,4,4,2,4,2,2,5,1,2,4,1,1,1,1,2,3,2,4,1,4,4,3,1,4,6,4,5,7,3,3,3,4,4,1,4,4,3,3,4,4,1,3,4,4,1,4,1,1,1,1,1,1,1,0,1,1,0,1,4,5,5,5,5,5,2,5,5,5,5,5,5,5,1,1,5,5,5,5,5,2,3,1,1,3,2,2,2,2,4,1,4,4,4,2,1,4,1,5,5,27,17,33,15,26,24,36,8,78
51,2,27,3,2,5,1,2,4,3,4,3,3,2,3,3,2,2,4,2,1,5,2,1,2,3,4,4,2,3,1,3,3,3,1,4,2,4,4,2,1,5,5,6,6,6,3,3,4,3,4,2,3,3,3,2,4,3,2,3,1,3,2,3,2,3,0,1,1,0,0,0,0,1,0,0,3,3,3,3,2,3,4,3,3,2,4,3,3,2,1,1,3,4,3,3,4,2,3,3,3,4,3,2,3,3,3,4,3,3,2,3,3,2,2,5,5,21,22,36,18,28,28,31,3,54
526,2,28,4,2,2,1,2,2,2,3,2,1,3,2,4,1,1,1,2,3,4,2,2,4,1,2,4,3,4,2,2,2,3,1,5,1,3,2,2,1,5,6,5,4,4,2,3,4,3,4,3,2,5,3,3,3,3,2,3,3,4,2,2,2,2,1,1,1,1,0,0,1,1,0,1,4,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,4,4,3,3,4,4,3,2,3,2,4,1,3,2,3,3,3,2,4,4,3,3,4,17,21,33,17,24,28,29,7,54
194,1,42,4,1,3,1,2,4,2,4,1,5,1,2,4,3,2,4,2,3,4,2,1,4,2,3,3,1,3,2,2,4,3,1,2,1,4,3,2,1,5,5,6,7,6,3,2,2,4,4,3,3,4,4,2,4,4,1,4,1,4,2,4,2,2,0,1,1,1,1,0,0,1,0,1,3,2,3,4,4,5,4,5,4,4,5,4,5,2,1,1,5,5,4,5,5,3,2,3,3,2,2,2,3,2,4,4,3,3,3,3,4,2,1,5,5,27,21,33,15,29,25,37,6,70
543,2,42,6,2,6,8,1,4,1,1,5,5,4,3,4,3,4,1,4,4,3,3,1,4,1,5,5,2,5,3,1,2,1,1,2,1,3,3,1,1,5,5,1,4,5,3,5,3,5,4,2,5,4,3,3,4,4,1,1,1,1,4,2,4,4,1,1,1,0,0,0,0,0,0,0,3,3,1,1,1,1,5,1,2,3,5,3,4,3,2,2,2,5,5,1,2,2,2,1,1,1,1,2,1,2,4,4,1,1,1,3,3,1,1,4,4,18,12,33,15,20,25,23,3,43
352,2,34,4,1,3,5,2,4,3,4,2,4,2,2,4,2,1,4,2,2,4,3,1,4,1,2,4,2,4,2,1,3,3,1,4,1,4,4,2,1,6,6,6,6,6,2,2,3,4,4,3,4,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,1,1,0,0,4,2,5,4,4,4,4,3,4,4,3,4,4,3,2,2,4,4,3,4,4,3,3,4,3,3,2,2,2,2,4,4,4,4,4,2,4,2,3,4,4,23,24,36,15,30,23,40,6,66
283,2,21,2,2,5,3,2,5,2,4,2,5,1,1,4,3,1,4,4,4,5,2,2,4,1,4,4,1,3,2,3,2,2,2,3,1,3,4,5,4,7,7,7,7,7,3,5,4,4,5,1,3,3,5,3,4,4,1,4,1,4,2,4,4,3,0,1,1,1,1,0,1,1,0,0,1,2,5,5,4,5,5,2,2,1,4,1,2,3,2,1,3,5,4,4,5,4,2,4,1,1,2,1,3,3,4,4,3,1,2,5,4,1,2,4,5,27,20,34,23,35,30,34,6,59
19,2,33,1,2,4,1,2,3,2,3,3,4,1,1,4,3,1,4,1,2,3,1,1,3,1,4,5,2,3,1,2,2,3,1,5,4,3,3,1,1,4,5,5,2,2,3,3,3,4,4,2,4,4,3,2,3,4,1,4,1,3,1,3,1,3,1,0,0,0,1,1,0,1,0,0,3,5,5,3,4,3,1,2,4,4,4,4,3,3,3,3,3,3,4,3,5,4,2,4,4,3,2,2,2,2,4,4,4,4,2,3,1,5,2,3,3,22,25,34,15,18,24,35,4,58
305,2,28,3,2,4,1,2,4,3,4,1,4,1,2,4,2,2,4,1,1,5,2,1,3,1,5,4,2,4,1,4,3,3,1,3,2,3,3,1,1,5,5,5,6,4,2,2,3,4,4,3,3,4,2,2,4,4,1,4,1,3,1,3,1,1,0,1,1,1,0,0,1,1,0,0,1,3,4,4,4,4,3,4,4,4,3,4,5,2,3,3,3,4,3,5,5,3,3,3,4,4,2,2,3,2,4,4,4,4,4,5,3,3,3,3,3,25,25,36,16,25,23,38,5,66
69,2,23,2,2,5,1,2,3,3,4,2,4,4,2,3,1,1,3,1,1,5,3,2,3,1,4,5,2,3,2,2,3,4,1,4,2,3,4,2,1,5,4,6,5,4,3,3,3,4,4,3,3,4,3,2,4,4,1,4,1,3,2,3,2,1,1,0,0,0,0,0,0,1,0,1,2,2,5,4,4,3,3,4,4,4,3,4,3,3,2,2,3,3,3,4,2,3,4,4,4,4,2,2,3,2,4,4,3,3,4,4,4,3,3,4,4,20,25,38,18,24,26,36,3,66
328,2,21,1,2,5,8,2,3,3,3,3,4,2,1,4,1,1,4,2,2,3,2,1,3,1,3,4,1,3,2,2,3,3,2,3,2,3,3,3,2,2,2,5,5,5,2,2,4,4,3,2,4,4,3,3,4,4,1,3,1,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,1,4,3,2,3,3,1,3,5,4,1,2,3,3,3,4,3,3,3,3,4,4,4,4,3,3,2,3,2,2,4,4,3,4,4,5,2,5,5,3,2,20,26,31,18,19,25,37,1,59
140,2,38,4,1,4,5,2,3,2,3,2,3,2,2,3,2,2,4,1,1,4,3,2,4,1,3,4,3,4,1,3,2,2,2,3,2,3,3,2,1,4,4,4,5,3,3,2,3,4,3,2,3,3,3,1,3,3,2,3,2,3,1,3,2,1,1,1,1,1,1,0,1,1,0,1,2,3,4,4,4,2,1,4,4,4,2,2,4,2,2,2,3,3,4,4,4,3,3,3,4,4,2,3,3,3,3,3,4,3,4,4,3,5,4,4,4,21,24,32,20,20,25,32,8,64
288,2,21,1,2,5,1,2,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,2,3,1,4,4,3,2,2,2,4,4,2,4,2,4,4,2,2,3,5,5,5,5,3,3,3,4,4,3,4,4,3,3,3,3,2,3,2,3,3,3,3,4,1,1,1,1,1,0,1,1,1,1,1,3,4,4,4,4,3,3,3,4,3,4,3,4,4,2,4,4,4,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,1,5,3,3,3,2,4,19,17,37,21,23,26,26,9,65
160,1,22,1,2,3,7,2,4,2,4,2,4,2,2,3,1,2,4,2,2,3,2,1,4,2,4,3,2,3,2,2,4,4,2,3,3,3,3,3,3,4,5,5,5,1,3,3,4,4,4,3,4,4,3,2,4,4,2,3,2,3,3,3,3,3,0,1,1,0,0,1,0,0,0,1,2,2,2,4,2,4,4,2,3,3,3,5,4,5,2,2,4,4,4,4,4,3,4,3,3,3,2,2,2,2,3,3,2,2,2,4,4,2,3,4,4,24,23,34,22,20,26,29,4,63
539,1,28,3,2,4,,2,5,1,3,4,4,3,3,4,3,1,4,1,2,3,3,2,4,2,5,4,3,4,1,2,2,3,2,4,2,4,4,2,1,6,6,5,5,3,4,2,3,4,4,1,2,4,3,2,4,4,1,4,1,2,2,3,1,3,1,1,0,0,0,0,1,1,1,0,3,1,2,3,3,5,1,2,4,5,5,4,3,1,4,4,3,4,5,2,3,2,2,4,4,3,2,2,4,2,4,4,3,4,2,3,5,5,1,2,2,22,23,37,20,25,25,34,5,57
21,2,45,4,1,6,1,2,2,3,4,2,4,2,1,4,3,1,4,1,2,4,4,2,2,1,5,3,3,4,2,3,3,3,1,3,2,4,5,3,1,5,5,5,3,1,3,3,4,4,4,2,3,4,5,2,4,3,1,4,2,2,2,2,3,2,1,1,0,1,1,1,1,1,0,1,4,4,2,2,1,3,4,3,3,3,3,3,2,2,4,4,3,4,3,4,4,4,2,4,4,3,2,2,3,2,4,3,3,2,3,2,2,2,3,2,2,21,25,36,22,19,28,30,8,44
37,1,23,1,2,6,1,2,3,3,4,4,4,4,2,4,1,1,3,1,2,4,2,1,3,1,4,5,1,3,3,3,3,3,1,4,3,4,4,1,1,6,7,6,6,7,4,2,4,4,3,2,4,4,3,2,4,4,1,4,1,4,1,4,1,1,0,0,1,1,0,1,0,0,0,0,4,3,4,3,5,2,3,3,4,4,1,4,2,2,2,1,4,4,3,2,2,3,4,4,4,3,2,3,2,2,4,4,4,4,4,2,3,3,5,4,5,18,25,37,17,32,26,40,3,63
215,2,23,2,2,6,6,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3,4,2,3,1,3,2,2,3,2,4,3,3,2,4,1,3,3,3,1,4,4,4,4,4,3,3,4,3,3,2,2,4,2,2,4,4,1,3,3,3,3,3,3,1,0,0,1,0,1,0,1,0,0,0,4,3,2,2,3,2,3,2,3,3,3,3,2,2,2,3,2,2,4,4,3,3,3,3,3,3,3,3,4,2,4,2,2,2,4,2,3,3,3,4,3,17,21,30,22,20,28,31,3,46
465,2,25,1,2,4,1,2,3,3,3,3,4,2,1,3,2,3,3,2,2,4,3,2,2,1,2,3,2,1,1,3,3,4,2,4,2,4,3,2,1,2,3,3,2,1,3,3,4,3,4,2,3,3,3,2,3,3,2,3,3,1,4,1,4,2,0,1,1,0,0,0,0,0,0,0,2,4,2,3,3,3,5,3,3,2,2,4,2,3,3,2,3,4,3,3,4,4,3,2,3,3,3,2,3,3,3,2,1,1,3,4,2,1,4,3,4,20,21,30,19,11,28,21,2,53
297,2,35,1,2,6,1,2,4,2,5,2,5,1,2,4,2,1,4,1,1,4,4,2,2,1,5,3,3,3,2,3,2,3,2,3,1,3,3,4,1,5,6,5,6,5,5,5,4,5,3,2,5,3,4,1,4,4,1,4,1,3,1,4,4,4,0,1,1,0,0,0,1,1,0,0,2,2,4,5,5,5,2,4,5,4,3,3,5,3,3,2,4,4,4,4,5,3,3,4,4,4,1,3,1,3,4,4,4,1,1,4,4,4,3,3,4,27,26,31,23,27,29,33,4,73
306,1,21,1,2,3,1,2,4,3,4,3,3,3,2,4,2,2,4,2,2,4,1,1,4,1,3,3,2,4,2,2,4,3,1,4,2,4,4,3,2,5,4,5,4,5,2,3,2,4,3,2,3,3,3,2,3,3,2,4,2,3,2,3,3,2,0,0,1,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,2,4,4,3,2,2,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,4,3,2,4,4,4,20,23,37,17,23,25,30,1,67
239,2,40,5,2,5,1,2,3,4,3,4,4,2,2,3,1,2,3,4,2,3,1,2,4,1,4,5,2,3,2,2,2,3,1,4,1,3,3,2,2,5,6,6,6,4,3,2,3,3,4,3,4,4,2,3,3,4,1,3,1,3,4,3,3,2,1,1,0,0,0,0,0,0,0,0,2,3,4,3,2,3,4,2,2,2,4,2,2,2,4,4,2,3,2,2,4,3,4,3,1,3,3,2,2,2,4,4,1,2,3,4,3,2,2,2,2,18,20,34,16,27,25,30,2,44
